"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NUETPUS","198308","26201","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198309","25007","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198310","25797","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198311","25010","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198312","26361","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198313","293677","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198401","29313","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198402","28436","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198403","27345","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198404","24231","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198405","25867","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198406","25299","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198407","28284","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198408","29493","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198409","29146","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198410","24774","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198411","24575","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198412","30872","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198413","327634","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198501","36186","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198502","30812","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198503","31041","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198504","26458","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198505","28697","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198506","30837","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198507","35184","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198508","34812","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198509","34508","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198510","31205","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198511","30166","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198512","33782","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198513","383691","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198601","36219","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198602","32721","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198603","30773","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198604","30477","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198605","31924","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198606","31334","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198607","35894","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198608","37483","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198609","36593","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198610","36214","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198611","34944","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198612","39463","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198613","414038","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198701","39975","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198702","36598","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198703","37290","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198704","33518","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198705","34320","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198706","36560","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198707","40056","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198708","41352","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198709","39666","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198710","36492","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198711","37438","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198712","42006","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198713","455270","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198801","44658","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198802","42246","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198803","43912","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198804","40067","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198805","40650","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198806","44079","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198807","49828","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198808","49035","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198809","46270","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198810","42591","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198811","39583","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198812","44052","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198813","526973","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198901","46328","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198902","38725","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198903","39636","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198904","33495","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198905","38339","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198906","42976","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198907","52331","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198908","54948","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198909","44837","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198910","43558","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198911","43399","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198912","50784","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","198913","529355","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199001","55119","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199002","49963","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199003","46087","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199004","38516","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199005","42945","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199006","46332","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199007","53645","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199008","55758","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199009","48485","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199010","43395","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199011","45034","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199012","51582","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199013","576862","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199101","54369","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199102","47863","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199103","49121","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199104","41631","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199105","46755","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199106","54208","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199107","60735","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199108","58473","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199109","51874","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199110","47653","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199111","46295","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199112","53589","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199113","612565","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199201","57849","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199202","52804","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199203","45835","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199204","42268","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199205","45627","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199206","51185","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199207","56049","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199208","58656","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199209","50919","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199210","48784","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199211","50726","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199212","58075","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199213","618776","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199301","59076","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199302","51319","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199303","46606","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199304","43199","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199305","50367","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199306","52620","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199307","56502","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199308","56209","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199309","49989","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199310","44434","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199311","46862","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199312","53108","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199313","610291","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199401","56847","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199402","49821","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199403","48969","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199404","43192","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199405","48525","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199406","51751","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199407","59123","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199408","60104","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199409","55628","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199410","50703","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199411","55280","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199412","60497","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199413","640440","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199501","63342","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199502","51858","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199503","51880","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199504","49321","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199505","54387","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199506","56381","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199507","62037","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199508","61661","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199509","55690","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199510","54293","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199511","52708","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199512","59844","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199513","673402","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199601","62942","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199602","55928","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199603","55474","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199604","50325","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199605","55637","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199606","57498","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199607","60953","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199608","61477","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199609","54593","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199610","50612","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199611","52132","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199612","57159","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199613","674729","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199701","58914","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199702","50658","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199703","50414","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199704","44883","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199705","47032","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199706","52095","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199707","57352","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199708","61084","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199709","52586","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199710","46981","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199711","51189","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199712","55457","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199713","628644","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199801","57889","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199802","50999","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199803","53711","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199804","47503","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199805","51496","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199806","55732","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199807","61499","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199808","60369","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199809","57206","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199810","57429","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199811","57372","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199812","62497","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199813","673702","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199901","65689","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199902","57489","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199903","58838","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199904","48529","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199905","56057","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199906","62300","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199907","66815","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199908","68143","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199909","60935","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199910","55343","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199911","60552","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199912","67563","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","199913","728254","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200001","70762","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200002","64179","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200003","62737","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200004","58259","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200005","63976","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200006","67299","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200007","68972","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200008","67226","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200009","58267","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200010","52470","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200011","56471","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200012","63276","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200013","753893","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200101","68707","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200102","61272","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200103","62141","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200104","56003","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200105","61512","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200106","68023","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200107","69166","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200108","68389","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200109","63378","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200110","60461","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200111","62342","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200112","67431","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200113","768826","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200201","70926","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200202","61658","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200203","63041","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200204","58437","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200205","63032","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200206","66372","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200207","70421","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200208","70778","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200209","64481","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200210","60493","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200211","61520","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200212","68905","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200213","780064","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200301","69211","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200302","60942","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200303","59933","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200304","56776","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200305","62202","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200306","64181","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200307","69653","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200308","69024","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200309","63584","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200310","60016","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200311","59600","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200312","68612","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200313","763733","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200401","70806","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200402","64102","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200403","63285","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200404","58620","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200405","64917","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200406","67734","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200407","71975","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200408","71068","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200409","65932","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200410","62530","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200411","58941","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200412","68617","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200413","788528","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200501","69828","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200502","60947","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200503","61539","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200504","55484","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200505","62970","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200506","66144","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200507","71070","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200508","71382","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200509","66739","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200510","61236","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200511","62913","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200512","71735","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200513","781986","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200601","71912","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200602","62616","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200603","63721","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200604","57567","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200605","62776","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200606","68391","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200607","72186","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200608","72016","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200609","66642","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200610","57509","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200611","61392","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200612","70490","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200613","787219","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200701","74006","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200702","65225","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200703","64305","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200704","57301","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200705","65025","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200706","68923","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200707","72739","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200708","72751","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200709","67579","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200710","61690","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200711","64899","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200712","71983","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200713","806425","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200801","70735","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200802","65130","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200803","64716","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200804","57333","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200805","64826","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200806","70319","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200807","74318","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200808","72617","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200809","67054","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200810","62820","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200811","63408","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200812","72931","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200813","806208","3","Nuclear Electricity Net Generation","Million Kilowatthours"
"NUETPUS","200901","74102","3","Nuclear Electricity Net Generation","Million Kilowatthours"
