"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NUOUPUS","201610","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201611","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201612","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201613","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201701","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201702","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201703","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201704","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201705","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201706","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201707","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201708","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201709","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201710","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201711","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201712","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201713","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201801","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201802","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201803","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201804","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201805","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201806","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201807","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201808","99","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201809","98","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201810","98","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201811","98","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201812","98","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201813","98","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201901","98","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201902","98","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201903","98","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201904","98","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201905","97","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201906","97","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201907","97","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201908","97","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201909","96","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201910","96","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201911","96","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201912","96","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","201913","96","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202001","96","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202002","96","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202003","96","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202004","95","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202005","95","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202006","95","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202007","95","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202008","95","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202009","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202010","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202011","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202012","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202013","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202101","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202102","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202103","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202104","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202105","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202106","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202107","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202108","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202109","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202110","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202111","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202112","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202113","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202201","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202202","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202203","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202204","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202205","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202206","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202207","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202208","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202209","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202210","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202211","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202212","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202213","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202301","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202302","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202303","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202304","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202305","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202306","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202307","92","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202308","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202309","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202310","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202311","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202312","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202313","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202401","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202402","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202403","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202404","93","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202405","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202406","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202407","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202408","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202409","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202410","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202411","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202412","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202413","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202501","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202502","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202503","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202504","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202505","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202506","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202507","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202508","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202509","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","202510","94","1","Nuclear Generating Units, Total Operable Units","Number"
"NUGBPUS","195713","0.055","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","195813","0.055","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","195913","0.055","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196013","0.411","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196113","0.411","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196213","0.733","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196313","0.793","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196413","0.793","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196513","0.793","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196613","1.679","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196713","2.684","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196813","2.728","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","196913","4.428","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197013","7.004","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197113","9.033","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197213","14.481","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197301","14.533","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197302","14.533","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197303","15.314","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197304","15.314","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197305","16.174","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197306","18.729","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197307","18.729","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197308","19.205","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197309","19.205","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197310","20.271","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197311","20.271","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197312","22.683","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197313","22.683","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197401","22.683","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197402","23.735","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197403","23.675","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197404","24.201","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197405","25.461","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197406","26.237","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197407","26.237","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197408","28.139","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197409","30.032","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197410","30.905","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197411","31.356","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197412","31.867","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197413","31.867","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197501","32.692","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197502","34.516","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197503","34.516","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197504","35.306","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197505","35.306","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197506","35.306","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197507","35.306","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197508","35.306","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197509","35.306","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197510","35.306","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197511","36.163","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197512","37.267","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197513","37.267","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197601","37.267","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197602","37.267","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197603","37.267","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197604","38.232","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197605","39.071","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197606","39.881","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197607","39.881","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197608","39.818","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197609","40.884","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197610","40.884","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197611","40.884","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197612","43.822","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197613","43.822","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197701","44.559","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197702","44.559","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197703","44.559","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197704","44.559","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197705","44.559","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197706","44.559","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197707","44.559","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197708","46.303","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197709","46.303","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197710","46.303","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197711","46.303","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197712","46.303","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197713","46.303","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197801","46.303","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197802","46.303","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197803","47.403","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197804","49.198","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197805","49.198","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197806","49.198","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197807","49.198","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197808","49.198","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197809","49.966","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197810","49.966","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197811","49.966","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197812","50.824","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197813","50.824","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197901","50.627","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197902","50.627","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197903","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197904","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197905","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197906","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197907","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197908","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197909","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197910","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197911","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197912","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","197913","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198001","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198002","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198003","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198004","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198005","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198006","49.747","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198007","50.895","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198008","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198009","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198010","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198011","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198012","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198013","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198101","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198102","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198103","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198104","51.81","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198105","52.638","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198106","53.744","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198107","53.744","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198108","53.744","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198109","54.894","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198110","54.894","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198111","54.894","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198112","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198113","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198201","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198202","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198203","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198204","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198205","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198206","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198207","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198208","56.042","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198209","58.16","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198210","58.1","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198211","60.035","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198212","60.035","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198213","60.035","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198301","59.532","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198302","59.632","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198303","59.632","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198304","59.658","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198305","59.883","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198306","61.686","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198307","61.23","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198308","61.44","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198309","62.227","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198310","62.876","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198311","62.809","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198312","63.009","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198313","63.009","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198401","63.009","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198402","63.009","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198403","64.057","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198404","65.157","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198405","65.157","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198406","66.207","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198407","66.207","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198408","67.446","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198409","67.446","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198410","68.566","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198411","69.652","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198412","69.652","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198413","69.652","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198501","70.675","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198502","71.795","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198503","72.899","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198504","72.899","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198505","72.899","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198506","75.275","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198507","76.354","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198508","78.478","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198509","78.478","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198510","78.478","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198511","79.397","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198512","79.397","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198513","79.397","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198601","80.604","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198602","80.604","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198603","80.604","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198604","81.863","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198605","82.995","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198606","82.995","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
